cadvisor_version_info,node_name=kubernetes3,cadvisorRevision="",cadvisorVersion="",dockerVersion="1.13.1",kernelVersion="4.4.0-130-generic",osVersion="Ubuntu_16.04.3_LTS" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee73430f-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="nginx-ingress-controller-5f4db45fb4-9w5qt",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee7e8aeb-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="tiller-deploy-597c48f967-p9hvd",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee7e8aeb-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="tiller-deploy-597c48f967-p9hvd",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee7e8aeb-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="tiller-deploy-597c48f967-p9hvd",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/besteffort/podee7e8aeb-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="tiller-deploy-597c48f967-p9hvd",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod014f9f48-8b38-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="filebeat-lh75b",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod014f9f48-8b38-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="filebeat-lh75b",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod014f9f48-8b38-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="filebeat-lh75b",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod014f9f48-8b38-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="filebeat-lh75b",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod06ee877e-7f8e-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="weave-net-6gd9l",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod06ee877e-7f8e-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="weave-net-6gd9l",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod06ee877e-7f8e-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="weave-net-6gd9l",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/burstable/pod06ee877e-7f8e-11e8-a4cb-fa163e6b6597",image="",name="",namespace="kube-system",pod_name="weave-net-6gd9l",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/podee6b1c3c-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="default-http-backend-846b65fb5f-82tnk",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/podee6b1c3c-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="default-http-backend-846b65fb5f-82tnk",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/podee6b1c3c-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="default-http-backend-846b65fb5f-82tnk",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/kubepods/podee6b1c3c-93b9-11e8-85af-fa163e6b6597",image="",name="",namespace="ingress-nginx",pod_name="default-http-backend-846b65fb5f-82tnk",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/accounts-daemon.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=546 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/accounts-daemon.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=30 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/accounts-daemon.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=546 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/accounts-daemon.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=30 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/acpid.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=73 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/acpid.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/acpid.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=73 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/acpid.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apparmor.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apparmor.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apparmor.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apparmor.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apport.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apport.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apport.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/apport.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/atd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=113 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/atd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/atd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=113 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/atd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cgroupfs-mount.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cgroupfs-mount.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cgroupfs-mount.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cgroupfs-mount.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-config.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-config.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-config.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-config.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-final.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-final.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-final.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-final.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init-local.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init-local.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init-local.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init-local.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=29188 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=29 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=29188 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cloud-init.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=29 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/console-setup.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/console-setup.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/console-setup.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/console-setup.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cron.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=69218 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cron.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=23 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cron.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=69218 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/cron.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=23 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/dbus.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=244 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/dbus.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=7 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/dbus.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=244 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/dbus.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=7 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/docker.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=1962461 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/docker.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=527 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/docker.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=1962461 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/docker.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=527 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ebtables.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ebtables.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ebtables.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ebtables.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/grub-common.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/grub-common.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/grub-common.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/grub-common.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ifup@ens3.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=12762 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ifup@ens3.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=16 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ifup@ens3.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=12762 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ifup@ens3.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=16 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/irqbalance.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=997 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/irqbalance.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/irqbalance.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=997 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/irqbalance.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/iscsid.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=844 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/iscsid.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=3 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/iscsid.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=844 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/iscsid.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=3 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/keyboard-setup.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/keyboard-setup.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/keyboard-setup.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/keyboard-setup.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kmod-static-nodes.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=72708515 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=590 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=72708515 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/kubelet.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=590 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-lvmetad.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=120 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-lvmetad.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-lvmetad.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=120 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-lvmetad.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=1 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-monitor.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-monitor.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-monitor.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lvm2-monitor.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxcfs.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=1434 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxcfs.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=5 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxcfs.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=1434 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxcfs.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=5 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxd-containers.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxd-containers.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxd-containers.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/lxd-containers.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/mdadm.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=915 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/mdadm.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=4 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/mdadm.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=915 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/mdadm.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=4 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/networking.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/networking.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/networking.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/networking.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ondemand.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ondemand.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ondemand.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/ondemand.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/open-iscsi.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/open-iscsi.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/open-iscsi.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/open-iscsi.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgmajfault" value=0 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/polkitd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgfault" value=324 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/polkitd.service",image="",name="",namespace="",pod_name="",scope="container",type="pgmajfault" value=2 1533123583734030008
container_memory_failures_total,node_name=kubernetes3,container_name="",id="/system.slice/polkitd.service",image="",name="",namespace="",pod_name="",scope="hierarchy",type="pgfault" value=324 1533123583734030008
